return_id,order_id,product_id,customer_id,return_date,return_reason,refund_type,refund_amount,restocking_fee,condition_on_return,processed_by
RET0002331,ORD0088860,PRD0168,CUST010763,2024-02-23,Damaged in Transit,Exchange,103.81,4.56,Like New,EMP0190
RET0002332,ORD0040925,PRD0269,CUST008379,2024-02-28,Better Price Found,Full Refund,1516.63,6.6,Poor,EMP0078
RET0002333,ORD0018678,PRD0181,CUST011288,2023-04-24,Changed Mind,Full Refund,2422.26,2.9,Like New,EMP0107
RET0002334,ORD0066304,PRD0490,CUST009455,2023-09-07,Not As Described,Partial Refund,754.6,11.97,Damaged,EMP0015
RET0002335,ORD0087824,PRD0064,CUST019063,2023-12-07,Defective Product,Full Refund,5593.59,7.74,Like New,EMP0119
RET0002336,ORD0093048,PRD0444,CUST008410,2023-12-28,Late Delivery,Exchange,718.76,12.74,Good,EMP0180
RET0002337,ORD0077739,PRD0284,CUST010423,2024-09-11,Wrong Item Shipped,Exchange,2575.82,14.23,Good,EMP0137
RET0002338,ORD0076035,PRD0154,CUST001393,2023-09-09,Damaged in Transit,Full Refund,1389.85,4.54,Like New,EMP0193
RET0002339,ORD0058578,PRD0351,CUST017144,2024-08-01,Not As Described,Partial Refund,3237.12,14.19,Good,EMP0069
RET0002340,ORD0036496,PRD0191,CUST009611,2024-07-23,Changed Mind,Partial Refund,1763.44,2.39,Fair,EMP0114
RET0002341,ORD0075064,PRD0466,CUST009278,2023-10-18,Late Delivery,Full Refund,3405.92,12.83,Fair,EMP0086
RET0002342,ORD0051869,PRD0147,CUST005346,2024-06-03,Changed Mind,Exchange,312.65,11.98,Damaged,EMP0126
RET0002343,ORD0077894,PRD0332,CUST009885,2023-02-09,Wrong Item Shipped,Full Refund,704.46,12.03,Like New,EMP0012
RET0002344,ORD0087837,PRD0221,CUST004763,2023-06-27,Duplicate Order,Partial Refund,82.86,14.51,Poor,EMP0059
RET0002345,ORD0010630,PRD0439,CUST005983,2023-11-19,Late Delivery,Partial Refund,1335.79,3.6,Good,EMP0137
RET0002346,ORD0080196,PRD0385,CUST012304,2023-03-09,Defective Product,Full Refund,390.56,9.66,Good,EMP0090
RET0002347,ORD0028478,PRD0174,CUST001438,2024-03-24,Not As Described,Full Refund,360.03,1.39,Good,EMP0128
RET0002348,ORD0031016,PRD0441,CUST001473,2023-08-29,Late Delivery,Exchange,733.79,4.49,Like New,EMP0108
RET0002349,ORD0091180,PRD0063,CUST018707,2023-09-17,Late Delivery,Full Refund,302.2,8.16,Fair,EMP0005
RET0002350,ORD0024696,PRD0457,CUST001010,2023-03-20,Late Delivery,Full Refund,1059.28,0.04,Fair,EMP0100
RET0002351,ORD0077981,PRD0460,CUST011187,2023-11-30,Duplicate Order,Partial Refund,2953.23,3.32,Fair,EMP0095
RET0002352,ORD0081878,PRD0081,CUST002315,2024-05-09,Damaged in Transit,Full Refund,1552.18,12.8,Poor,EMP0059
RET0002353,ORD0057281,PRD0084,CUST004537,2024-02-04,Defective Product,Full Refund,42.89,6.97,Good,EMP0045
RET0002354,ORD0072979,PRD0201,CUST015791,2023-10-19,Wrong Item Shipped,Exchange,1554.31,12.45,Damaged,EMP0119
RET0002355,ORD0045549,PRD0071,CUST006775,2023-01-18,Not As Described,Full Refund,1116.13,7.94,Like New,EMP0050
RET0002356,ORD0092887,PRD0089,CUST018207,2024-06-24,Not As Described,Partial Refund,89.09,0.65,Fair,EMP0143
RET0002357,ORD0013760,PRD0210,CUST006102,2023-12-04,Changed Mind,Partial Refund,357.4,3.66,Good,EMP0018
RET0002358,ORD0055684,PRD0452,CUST015704,2024-08-09,Wrong Item Shipped,Full Refund,669.61,0.63,Fair,EMP0076
RET0002359,ORD0039241,PRD0102,CUST007751,2024-11-11,Better Price Found,Exchange,887.3,7.61,Good,EMP0009
RET0002360,ORD0088759,PRD0232,CUST009061,2023-11-24,Duplicate Order,Exchange,3090.37,13.02,Like New,EMP0111
RET0002361,ORD0035906,PRD0382,CUST004891,2024-11-06,Wrong Item Shipped,Full Refund,2417.43,5.47,Good,EMP0026
RET0002362,ORD0088782,PRD0438,CUST001954,2024-12-25,Damaged in Transit,Partial Refund,1658.02,6.97,Like New,EMP0084
RET0002363,ORD0051727,PRD0416,CUST007925,2024-11-30,Changed Mind,Exchange,5035.49,14.16,Good,EMP0114
RET0002364,ORD0056073,PRD0020,CUST019792,2024-10-22,Changed Mind,Exchange,536.9,10.73,Good,EMP0146
RET0002365,ORD0065923,PRD0396,CUST003695,2024-11-12,Damaged in Transit,Partial Refund,2232.8,5.38,Like New,EMP0060
RET0002366,ORD0038143,PRD0309,CUST003754,2023-08-03,Late Delivery,Partial Refund,2350.42,14.87,Fair,EMP0123
RET0002367,ORD0076619,PRD0109,CUST001770,2023-09-10,Better Price Found,Exchange,1757.78,6.38,Good,EMP0094
RET0002368,ORD0061914,PRD0355,CUST011499,2023-05-22,Damaged in Transit,Partial Refund,1655.42,9.57,Poor,EMP0049
RET0002369,ORD0086475,PRD0229,CUST002791,2024-09-28,Late Delivery,Partial Refund,2141.42,5.26,Good,EMP0068
RET0002370,ORD0006394,PRD0485,CUST017708,2023-02-07,Better Price Found,Exchange,3324.96,11.1,Good,EMP0127
RET0002371,ORD0078591,PRD0016,CUST019424,2023-02-27,Better Price Found,Full Refund,777.81,5.76,Damaged,EMP0061
RET0002372,ORD0003241,PRD0235,CUST011002,2024-11-11,Damaged in Transit,Partial Refund,591.55,14.64,Good,EMP0170
RET0002373,ORD0030062,PRD0096,CUST011908,2024-03-11,Not As Described,Full Refund,1241.63,11.08,Like New,EMP0072
RET0002374,ORD0073804,PRD0425,CUST018293,2023-11-21,Duplicate Order,Partial Refund,3141.39,5.37,Good,EMP0181
RET0002375,ORD0068044,PRD0128,CUST013339,2024-12-29,Defective Product,Full Refund,58.24,7.8,Fair,EMP0184
RET0002376,ORD0088853,PRD0177,CUST000542,2024-07-25,Not As Described,Full Refund,106.56,7.61,Fair,EMP0149
RET0002377,ORD0024357,PRD0462,CUST001312,2024-06-17,Not As Described,Full Refund,575.92,5.89,Good,EMP0102
RET0002378,ORD0002818,PRD0399,CUST011939,2024-05-06,Damaged in Transit,Partial Refund,1244.02,5.46,Like New,EMP0060
RET0002379,ORD0078461,PRD0340,CUST015057,2023-11-07,Damaged in Transit,Exchange,393.57,7.57,Like New,EMP0067
RET0002380,ORD0085089,PRD0217,CUST016312,2025-01-12,Damaged in Transit,Full Refund,745.08,8.07,Like New,EMP0199
RET0002381,ORD0022118,PRD0174,CUST017228,2023-10-21,Wrong Item Shipped,Partial Refund,3665.72,8.2,Fair,EMP0034
RET0002382,ORD0038265,PRD0343,CUST018824,2023-01-19,Late Delivery,Exchange,2373.3,3.59,Good,EMP0023
RET0002383,ORD0008441,PRD0118,CUST005670,2024-07-20,Better Price Found,Full Refund,1900.15,4.9,Good,EMP0015
RET0002384,ORD0053139,PRD0038,CUST009898,2024-02-25,Better Price Found,Partial Refund,2125.1,14.75,Like New,EMP0193
RET0002385,ORD0093380,PRD0111,CUST013967,2024-03-02,Better Price Found,Partial Refund,1394.96,0.87,Like New,EMP0154
RET0002386,ORD0075444,PRD0320,CUST005257,2024-05-11,Not As Described,Exchange,3819.52,13.67,Good,EMP0063
RET0002387,ORD0011702,PRD0062,CUST010782,2024-12-21,Late Delivery,Exchange,3501.18,10.94,Good,EMP0056
RET0002388,ORD0094039,PRD0161,CUST010173,2023-05-20,Wrong Item Shipped,Full Refund,708.65,11.44,Like New,EMP0031
RET0002389,ORD0056343,PRD0237,CUST012527,2023-02-06,Wrong Item Shipped,Exchange,5508.77,13.08,Good,EMP0110
RET0002390,ORD0081106,PRD0157,CUST018374,2024-06-15,Defective Product,Full Refund,3663.5,10.59,Fair,EMP0004
RET0002391,ORD0075411,PRD0034,CUST005079,2023-12-09,Defective Product,Partial Refund,14.99,13.57,Fair,EMP0118
RET0002392,ORD0076410,PRD0150,CUST017139,2023-05-09,Defective Product,Full Refund,509.28,9.15,Fair,EMP0139
RET0002393,ORD0024582,PRD0158,CUST002423,2024-06-07,Not As Described,Exchange,5720.98,3.92,Good,EMP0052
RET0002394,ORD0008539,PRD0128,CUST012312,2024-05-20,Defective Product,Exchange,3013.18,3.5,Good,EMP0135
RET0002395,ORD0097830,PRD0342,CUST017977,2024-09-03,Changed Mind,Exchange,892.89,10.73,Damaged,EMP0161
RET0002396,ORD0070396,PRD0302,CUST012712,2024-04-04,Damaged in Transit,Exchange,2645.19,4.61,Like New,EMP0150
RET0002397,ORD0073893,PRD0459,CUST005230,2024-06-30,Better Price Found,Partial Refund,826.3,3.1,Good,EMP0107
RET0002398,ORD0021584,PRD0217,CUST007564,2024-07-30,Changed Mind,Full Refund,537.64,10.26,Like New,EMP0168
RET0002399,ORD0089421,PRD0201,CUST016228,2024-08-16,Late Delivery,Full Refund,231.49,0.92,Like New,EMP0101
RET0002400,ORD0066222,PRD0372,CUST017294,2024-08-05,Late Delivery,Full Refund,4586.39,12.75,Like New,EMP0176
RET0002401,ORD0051734,PRD0310,CUST001029,2024-03-03,Late Delivery,Exchange,1861.25,2.64,Fair,EMP0159
RET0002402,ORD0098327,PRD0121,CUST013090,2023-10-01,Not As Described,Partial Refund,1914.19,2.92,Like New,EMP0062
RET0002403,ORD0018225,PRD0325,CUST017258,2023-09-12,Better Price Found,Full Refund,116.37,2.93,Fair,EMP0144
RET0002404,ORD0038878,PRD0186,CUST019689,2023-12-10,Defective Product,Full Refund,3929.3,2.14,Good,EMP0190
RET0002405,ORD0017423,PRD0072,CUST014914,2023-12-12,Not As Described,Partial Refund,1310.06,1.5,Poor,EMP0009
RET0002406,ORD0011409,PRD0228,CUST009063,2024-03-15,Wrong Item Shipped,Full Refund,427.4,6.25,Like New,EMP0034
RET0002407,ORD0095251,PRD0220,CUST004588,2023-09-30,Wrong Item Shipped,Exchange,724.13,11.18,Fair,EMP0179
RET0002408,ORD0064214,PRD0174,CUST003603,2024-12-10,Wrong Item Shipped,Exchange,2872.71,11.98,Good,EMP0095
RET0002409,ORD0085365,PRD0417,CUST003301,2023-02-19,Defective Product,Full Refund,897.81,8.15,Like New,EMP0005
RET0002410,ORD0070464,PRD0271,CUST009164,2024-02-03,Changed Mind,Partial Refund,3426.58,12.6,Like New,EMP0014
RET0002411,ORD0079048,PRD0037,CUST008731,2024-10-22,Damaged in Transit,Partial Refund,7222.61,5.98,Like New,EMP0069
RET0002412,ORD0016192,PRD0495,CUST018882,2024-12-15,Duplicate Order,Exchange,371.08,2.5,Good,EMP0011
RET0002413,ORD0066933,PRD0160,CUST014800,2024-01-05,Changed Mind,Partial Refund,629.4,10.83,Good,EMP0169
RET0002414,ORD0019391,PRD0194,CUST002664,2023-10-29,Damaged in Transit,Exchange,136.94,4.89,Good,EMP0197
RET0002415,ORD0085121,PRD0118,CUST004645,2023-09-05,Late Delivery,Full Refund,59.46,3.78,Like New,EMP0180
RET0002416,ORD0043653,PRD0415,CUST005686,2024-02-11,Damaged in Transit,Full Refund,136.84,8.03,Damaged,EMP0150
RET0002417,ORD0028112,PRD0383,CUST010621,2024-09-05,Wrong Item Shipped,Exchange,3462.62,5.63,Poor,EMP0038
RET0002418,ORD0045120,PRD0274,CUST008175,2023-09-27,Duplicate Order,Exchange,3142.41,1.39,Like New,EMP0111
RET0002419,ORD0091310,PRD0030,CUST012932,2024-07-26,Not As Described,Full Refund,4202.34,1.72,Fair,EMP0122
RET0002420,ORD0009416,PRD0391,CUST004097,2024-07-08,Damaged in Transit,Exchange,413.28,3.12,Like New,EMP0081
RET0002421,ORD0035322,PRD0111,CUST010271,2023-07-08,Duplicate Order,Exchange,4228.25,5.59,Like New,EMP0109
RET0002422,ORD0051335,PRD0363,CUST010244,2023-08-02,Better Price Found,Partial Refund,344.75,10.68,Like New,EMP0001
RET0002423,ORD0052900,PRD0102,CUST016193,2024-10-14,Duplicate Order,Partial Refund,57.46,4.4,Like New,EMP0164
RET0002424,ORD0076017,PRD0286,CUST012762,2023-03-02,Defective Product,Exchange,2857.97,11.38,Like New,EMP0060
RET0002425,ORD0032191,PRD0395,CUST014079,2023-06-20,Changed Mind,Exchange,2867.0,2.07,Good,EMP0072
RET0002426,ORD0033787,PRD0381,CUST005065,2023-08-13,Wrong Item Shipped,Full Refund,3794.98,9.49,Like New,EMP0160
RET0002427,ORD0021817,PRD0200,CUST008067,2023-03-14,Changed Mind,Exchange,498.19,5.82,Fair,EMP0104
RET0002428,ORD0004552,PRD0266,CUST007098,2023-05-15,Not As Described,Full Refund,2360.58,0.98,Like New,EMP0027
RET0002429,ORD0082202,PRD0277,CUST014620,2023-07-29,Not As Described,Exchange,4276.76,1.62,Like New,EMP0167
RET0002430,ORD0053643,PRD0288,CUST004794,2023-09-30,Damaged in Transit,Partial Refund,120.67,14.43,Good,EMP0130
RET0002431,ORD0017907,PRD0427,CUST007859,2023-06-09,Duplicate Order,Full Refund,3422.37,12.76,Good,EMP0071
RET0002432,ORD0090785,PRD0051,CUST004110,2024-11-25,Damaged in Transit,Full Refund,894.74,12.72,Like New,EMP0098
RET0002433,ORD0028759,PRD0189,CUST002827,2024-03-02,Late Delivery,Exchange,140.28,8.0,Fair,EMP0142
RET0002434,ORD0059812,PRD0161,CUST006176,2023-07-05,Late Delivery,Partial Refund,888.15,8.57,Like New,EMP0086
RET0002435,ORD0054418,PRD0201,CUST011184,2024-11-26,Duplicate Order,Partial Refund,1852.34,10.9,Poor,EMP0009
RET0002436,ORD0042323,PRD0329,CUST018221,2024-07-10,Better Price Found,Partial Refund,1712.35,5.67,Good,EMP0174
RET0002437,ORD0056034,PRD0031,CUST004841,2024-07-26,Changed Mind,Exchange,2193.06,10.43,Good,EMP0115
RET0002438,ORD0022411,PRD0094,CUST002799,2023-03-27,Defective Product,Full Refund,1065.82,8.75,Good,EMP0004
RET0002439,ORD0010594,PRD0345,CUST008480,2023-08-11,Late Delivery,Partial Refund,30.4,9.33,Like New,EMP0035
RET0002440,ORD0057765,PRD0333,CUST017256,2024-11-28,Better Price Found,Exchange,1828.63,12.88,Poor,EMP0097
RET0002441,ORD0068075,PRD0371,CUST005089,2024-02-13,Defective Product,Exchange,2923.29,14.22,Good,EMP0052
RET0002442,ORD0054835,PRD0029,CUST018014,2023-11-27,Damaged in Transit,Full Refund,1197.42,0.35,Poor,EMP0007
RET0002443,ORD0081114,PRD0361,CUST001131,2024-02-14,Duplicate Order,Partial Refund,217.37,3.8,Like New,EMP0168
RET0002444,ORD0034226,PRD0330,CUST009793,2023-04-18,Not As Described,Full Refund,2823.51,10.8,Like New,EMP0048
RET0002445,ORD0006579,PRD0011,CUST010982,2024-07-16,Duplicate Order,Full Refund,5839.84,14.82,Like New,EMP0021
RET0002446,ORD0001261,PRD0445,CUST011528,2023-07-10,Duplicate Order,Exchange,1784.38,5.51,Poor,EMP0133
RET0002447,ORD0026650,PRD0082,CUST019374,2025-01-24,Late Delivery,Full Refund,302.25,8.17,Good,EMP0085
RET0002448,ORD0025282,PRD0311,CUST012061,2023-07-16,Duplicate Order,Partial Refund,3505.18,4.17,Like New,EMP0023
RET0002449,ORD0010007,PRD0077,CUST009516,2024-08-01,Wrong Item Shipped,Exchange,5066.15,13.1,Like New,EMP0065
RET0002450,ORD0050354,PRD0129,CUST016762,2024-02-27,Not As Described,Partial Refund,444.2,13.41,Good,EMP0165
RET0002451,ORD0006744,PRD0348,CUST016263,2023-06-03,Damaged in Transit,Partial Refund,4007.1,3.66,Like New,EMP0145
RET0002452,ORD0070321,PRD0494,CUST009804,2024-02-19,Duplicate Order,Partial Refund,567.31,0.93,Fair,EMP0152
RET0002453,ORD0007971,PRD0020,CUST017389,2023-04-19,Better Price Found,Partial Refund,2469.07,6.54,Fair,EMP0044
RET0002454,ORD0076801,PRD0264,CUST016309,2023-06-15,Damaged in Transit,Full Refund,1280.9,9.84,Good,EMP0027
RET0002455,ORD0039435,PRD0031,CUST019464,2023-12-02,Wrong Item Shipped,Full Refund,1033.93,0.99,Good,EMP0062
RET0002456,ORD0004527,PRD0337,CUST015524,2023-06-03,Wrong Item Shipped,Partial Refund,2371.46,11.86,Good,EMP0006
RET0002457,ORD0015880,PRD0495,CUST006459,2023-04-11,Changed Mind,Partial Refund,2022.88,6.42,Good,EMP0192
RET0002458,ORD0036071,PRD0023,CUST003400,2023-08-22,Not As Described,Full Refund,45.18,12.69,Damaged,EMP0076
RET0002459,ORD0093581,PRD0113,CUST005223,2024-02-29,Duplicate Order,Exchange,1421.05,13.51,Poor,EMP0169
RET0002460,ORD0017671,PRD0296,CUST003250,2024-08-25,Defective Product,Exchange,83.39,0.94,Like New,EMP0068
RET0002461,ORD0009994,PRD0108,CUST001507,2024-05-04,Changed Mind,Full Refund,3064.57,10.1,Good,EMP0140
RET0002462,ORD0080193,PRD0247,CUST016720,2024-09-07,Damaged in Transit,Exchange,430.56,8.66,Like New,EMP0077
RET0002463,ORD0060825,PRD0418,CUST001143,2024-04-26,Not As Described,Full Refund,222.93,0.06,Good,EMP0109
RET0002464,ORD0096249,PRD0479,CUST002333,2024-09-24,Wrong Item Shipped,Partial Refund,1301.14,4.12,Good,EMP0095
RET0002465,ORD0032319,PRD0353,CUST001241,2023-11-30,Damaged in Transit,Full Refund,2086.64,12.62,Like New,EMP0058
RET0002466,ORD0071629,PRD0398,CUST007278,2023-03-16,Damaged in Transit,Partial Refund,1201.22,11.73,Damaged,EMP0002
RET0002467,ORD0069247,PRD0114,CUST017131,2024-06-12,Late Delivery,Exchange,3102.39,12.0,Fair,EMP0105
RET0002468,ORD0033273,PRD0354,CUST014971,2024-11-06,Late Delivery,Partial Refund,128.84,0.37,Like New,EMP0153
RET0002469,ORD0017974,PRD0224,CUST017677,2023-07-29,Duplicate Order,Exchange,35.44,13.47,Like New,EMP0111
RET0002470,ORD0069911,PRD0461,CUST005509,2024-12-31,Better Price Found,Exchange,812.57,5.87,Fair,EMP0134
RET0002471,ORD0064162,PRD0485,CUST011169,2023-12-21,Damaged in Transit,Partial Refund,585.89,6.05,Fair,EMP0044
RET0002472,ORD0081333,PRD0420,CUST007285,2023-08-16,Defective Product,Partial Refund,544.92,9.35,Like New,EMP0174
RET0002473,ORD0084156,PRD0120,CUST018678,2023-11-06,Late Delivery,Full Refund,3800.36,12.43,Like New,EMP0123
RET0002474,ORD0052811,PRD0237,CUST009133,2023-03-10,Wrong Item Shipped,Partial Refund,1660.84,3.81,Good,EMP0023
RET0002475,ORD0094846,PRD0342,CUST000484,2023-12-18,Damaged in Transit,Partial Refund,4037.67,10.98,Poor,EMP0066
RET0002476,ORD0065781,PRD0126,CUST006066,2023-03-20,Changed Mind,Full Refund,2032.04,3.67,Like New,EMP0154
RET0002477,ORD0056416,PRD0494,CUST018203,2023-11-22,Duplicate Order,Exchange,5819.35,1.3,Good,EMP0002
RET0002478,ORD0055724,PRD0300,CUST017869,2023-10-16,Late Delivery,Full Refund,697.57,9.13,Fair,EMP0054
RET0002479,ORD0072333,PRD0274,CUST010188,2025-01-03,Late Delivery,Exchange,1540.61,5.11,Fair,EMP0049
RET0002480,ORD0028026,PRD0251,CUST011302,2024-07-04,Defective Product,Exchange,2107.83,10.01,Good,EMP0008
RET0002481,ORD0056909,PRD0167,CUST006902,2023-12-09,Duplicate Order,Partial Refund,2420.27,11.16,Fair,EMP0122
RET0002482,ORD0052430,PRD0366,CUST004146,2024-05-07,Wrong Item Shipped,Exchange,341.84,14.13,Fair,EMP0013
RET0002483,ORD0010052,PRD0361,CUST007174,2023-11-03,Duplicate Order,Full Refund,2209.27,11.63,Good,EMP0169
RET0002484,ORD0026584,PRD0141,CUST007402,2024-04-14,Duplicate Order,Partial Refund,392.81,14.48,Fair,EMP0192
RET0002485,ORD0039701,PRD0121,CUST015976,2023-04-08,Defective Product,Partial Refund,137.56,13.98,Good,EMP0175
RET0002486,ORD0075002,PRD0188,CUST016412,2023-05-19,Wrong Item Shipped,Exchange,3982.07,3.29,Good,EMP0098
RET0002487,ORD0027489,PRD0488,CUST010378,2023-06-11,Duplicate Order,Full Refund,241.42,11.53,Fair,EMP0104
RET0002488,ORD0082353,PRD0447,CUST017298,2023-12-30,Defective Product,Partial Refund,4244.29,8.76,Good,EMP0060
RET0002489,ORD0097153,PRD0396,CUST006128,2023-03-02,Late Delivery,Exchange,3796.75,10.85,Like New,EMP0078
RET0002490,ORD0019092,PRD0066,CUST010267,2024-12-11,Better Price Found,Exchange,3345.22,10.47,Like New,EMP0198
RET0002491,ORD0066650,PRD0317,CUST012644,2024-08-03,Better Price Found,Full Refund,5711.66,5.78,Like New,EMP0200
RET0002492,ORD0070219,PRD0116,CUST004116,2024-09-21,Defective Product,Partial Refund,517.44,0.07,Good,EMP0106
RET0002493,ORD0077778,PRD0391,CUST009610,2024-01-07,Late Delivery,Full Refund,3342.36,11.29,Fair,EMP0140
RET0002494,ORD0051420,PRD0228,CUST005234,2023-04-02,Wrong Item Shipped,Partial Refund,1414.2,6.08,Fair,EMP0171
RET0002495,ORD0066821,PRD0284,CUST010058,2024-08-12,Wrong Item Shipped,Exchange,258.43,2.31,Like New,EMP0056
RET0002496,ORD0012065,PRD0483,CUST012641,2024-01-15,Better Price Found,Exchange,357.68,3.35,Fair,EMP0106
RET0002497,ORD0045931,PRD0234,CUST009351,2023-02-11,Duplicate Order,Full Refund,1296.05,13.09,Like New,EMP0119
RET0002498,ORD0056001,PRD0225,CUST007124,2023-04-17,Late Delivery,Partial Refund,705.42,0.06,Good,EMP0138
RET0002499,ORD0061335,PRD0139,CUST008268,2024-12-04,Better Price Found,Partial Refund,3543.66,13.98,Poor,EMP0107
RET0002500,ORD0009121,PRD0135,CUST018121,2024-05-28,Late Delivery,Exchange,398.42,14.94,Like New,EMP0156
RET0002501,ORD0010569,PRD0137,CUST011775,2023-07-04,Damaged in Transit,Full Refund,730.25,0.78,Like New,EMP0082
RET0002502,ORD0081991,PRD0323,CUST017308,2023-08-26,Defective Product,Exchange,1134.69,5.6,Like New,EMP0038
RET0002503,ORD0020704,PRD0013,CUST002157,2024-07-24,Duplicate Order,Partial Refund,3927.36,11.11,Damaged,EMP0173
RET0002504,ORD0099755,PRD0354,CUST008307,2023-04-12,Wrong Item Shipped,Full Refund,3599.32,6.32,Fair,EMP0192
RET0002505,ORD0096218,PRD0172,CUST017316,2023-03-06,Damaged in Transit,Partial Refund,167.24,8.83,Good,EMP0084
RET0002506,ORD0065104,PRD0390,CUST016250,2024-12-07,Defective Product,Partial Refund,1304.38,0.34,Fair,EMP0070
RET0002507,ORD0010759,PRD0171,CUST013843,2024-08-17,Defective Product,Full Refund,2064.79,9.77,Like New,EMP0161
RET0002508,ORD0083652,PRD0328,CUST010721,2024-02-12,Defective Product,Exchange,48.92,1.78,Like New,EMP0134
RET0002509,ORD0057217,PRD0156,CUST016719,2024-05-20,Damaged in Transit,Full Refund,3569.2,3.8,Good,EMP0171
RET0002510,ORD0037171,PRD0043,CUST002953,2024-03-29,Late Delivery,Full Refund,253.63,3.28,Like New,EMP0133
RET0002511,ORD0097148,PRD0215,CUST006875,2024-06-07,Damaged in Transit,Partial Refund,72.99,11.45,Poor,EMP0197
RET0002512,ORD0038975,PRD0271,CUST005109,2023-09-03,Late Delivery,Full Refund,303.43,12.91,Good,EMP0011
RET0002513,ORD0088136,PRD0251,CUST009717,2023-11-13,Not As Described,Full Refund,933.76,5.42,Like New,EMP0013
RET0002514,ORD0060089,PRD0444,CUST000716,2024-12-18,Not As Described,Full Refund,5413.02,3.33,Good,EMP0148
RET0002515,ORD0057461,PRD0488,CUST016689,2024-05-16,Changed Mind,Full Refund,132.93,0.08,Like New,EMP0131
RET0002516,ORD0045076,PRD0193,CUST011262,2023-07-21,Damaged in Transit,Exchange,3406.25,9.07,Good,EMP0137
RET0002517,ORD0046355,PRD0326,CUST010630,2024-10-22,Not As Described,Full Refund,1076.44,7.27,Good,EMP0040
RET0002518,ORD0033716,PRD0357,CUST009009,2024-11-05,Changed Mind,Exchange,549.26,8.06,Fair,EMP0014
RET0002519,ORD0065469,PRD0188,CUST018964,2024-03-10,Changed Mind,Partial Refund,187.91,14.27,Like New,EMP0014
RET0002520,ORD0080175,PRD0074,CUST014974,2023-03-25,Late Delivery,Exchange,659.8,8.57,Like New,EMP0174
RET0002521,ORD0023141,PRD0414,CUST012647,2024-05-04,Wrong Item Shipped,Exchange,1921.33,13.35,Like New,EMP0103
RET0002522,ORD0024998,PRD0498,CUST012654,2023-05-03,Better Price Found,Full Refund,1721.4,9.38,Fair,EMP0146
RET0002523,ORD0063493,PRD0039,CUST005512,2024-06-22,Better Price Found,Exchange,211.27,4.99,Like New,EMP0104
RET0002524,ORD0018499,PRD0192,CUST012251,2024-04-25,Changed Mind,Exchange,2925.01,13.68,Like New,EMP0123
RET0002525,ORD0084218,PRD0193,CUST013830,2024-10-31,Damaged in Transit,Partial Refund,660.27,0.39,Good,EMP0083
RET0002526,ORD0063934,PRD0094,CUST019090,2024-07-09,Defective Product,Exchange,509.11,0.6,Like New,EMP0143
RET0002527,ORD0093342,PRD0451,CUST003633,2024-03-15,Wrong Item Shipped,Full Refund,1354.77,0.87,Fair,EMP0083
RET0002528,ORD0029409,PRD0293,CUST015116,2024-02-19,Late Delivery,Exchange,345.91,11.67,Damaged,EMP0069
RET0002529,ORD0011402,PRD0249,CUST010712,2024-03-07,Defective Product,Exchange,2720.64,2.69,Fair,EMP0008
